ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-01-24,160.758048014366,155.21391613056753,165.0506125751748,160.758048014366,160.758048014366,-0.5417335025895635,-0.5417335025895635,-0.5417335025895635,-0.5417335025895635,-0.5417335025895635,-0.5417335025895635,0.0,0.0,0.0,160.21631451177646
2024-01-25,161.07974153856304,155.84883146941237,165.17807927054497,161.07974153856304,161.07974153856304,-0.32804134038433813,-0.32804134038433813,-0.32804134038433813,-0.32804134038433813,-0.32804134038433813,-0.32804134038433813,0.0,0.0,0.0,160.7517001981787
2024-01-26,161.40143506276004,157.0586177225321,166.51000230671468,161.40143506276004,161.40143506276004,0.4894022606070745,0.4894022606070745,0.4894022606070745,0.4894022606070745,0.4894022606070745,0.4894022606070745,0.0,0.0,0.0,161.89083732336712
2024-01-29,162.3665156353511,157.60649318616794,167.36040624210673,162.3665156353511,162.3665156353511,0.11909043811352883,0.11909043811352883,0.11909043811352883,0.11909043811352883,0.11909043811352883,0.11909043811352883,0.0,0.0,0.0,162.48560607346462
2024-01-30,162.6882091595481,157.5751580044338,167.53306550223536,162.6882091595481,162.6882091595481,-0.36397982474291857,-0.36397982474291857,-0.36397982474291857,-0.36397982474291857,-0.36397982474291857,-0.36397982474291857,0.0,0.0,0.0,162.32422933480518
2024-01-31,163.0099026837451,157.8219051598817,167.78486570826772,163.0099026837451,163.0099026837451,-0.5417335025894079,-0.5417335025894079,-0.5417335025894079,-0.5417335025894079,-0.5417335025894079,-0.5417335025894079,0.0,0.0,0.0,162.4681691811557
2024-02-01,163.33159620383816,157.94256292983604,167.52180525190275,163.33159620383816,163.33159620383816,-0.32804134038710586,-0.32804134038710586,-0.32804134038710586,-0.32804134038710586,-0.32804134038710586,-0.32804134038710586,0.0,0.0,0.0,163.00355486345106
2024-02-02,163.65328972393118,159.24096525312723,168.9255145599707,163.65328972393118,163.65328972393118,0.48940226060728065,0.48940226060728065,0.48940226060728065,0.48940226060728065,0.48940226060728065,0.48940226060728065,0.0,0.0,0.0,164.14269198453846
2024-02-05,164.61837028421027,159.75950708462713,169.39962473752684,164.61837028421027,164.61837028421027,0.11909043811265861,0.11909043811265861,0.11909043811265861,0.11909043811265861,0.11909043811265861,0.11909043811265861,0.0,0.0,0.0,164.73746072232294
2024-02-06,164.94006380430332,159.56776242260952,169.53942694452408,164.94006380430332,164.94006380430332,-0.3639798247434929,-0.3639798247434929,-0.3639798247434929,-0.3639798247434929,-0.3639798247434929,-0.3639798247434929,0.0,0.0,0.0,164.57608397955983
2024-02-07,165.26175732439634,159.95804195556315,169.4512777395524,165.26175732439634,165.26175732439634,-0.5417335025892523,-0.5417335025892523,-0.5417335025892523,-0.5417335025892523,-0.5417335025892523,-0.5417335025892523,0.0,0.0,0.0,164.7200238218071
2024-02-08,165.5834508444894,160.02053532015066,169.68720535784792,165.5834508444894,165.5834508444894,-0.32804134038642985,-0.32804134038642985,-0.32804134038642985,-0.32804134038642985,-0.32804134038642985,-0.32804134038642985,0.0,0.0,0.0,165.25540950410297
2024-02-09,165.90514436458238,161.53902221131523,170.82352548557083,165.90514436458238,165.90514436458238,0.48940226060613984,0.48940226060613984,0.48940226060613984,0.48940226060613984,0.48940226060613984,0.48940226060613984,0.0,0.0,0.0,166.39454662518853
2024-02-12,166.8702249248615,162.0854776049058,171.95940443161197,166.8702249248615,166.8702249248615,0.11909043811354517,0.11909043811354517,0.11909043811354517,0.11909043811354517,0.11909043811354517,0.11909043811354517,0.0,0.0,0.0,166.98931536297505
2024-02-13,167.19191844495455,161.95520241703647,171.72127136686814,167.19191844495455,167.19191844495455,-0.3639798247440672,-0.3639798247440672,-0.3639798247440672,-0.3639798247440672,-0.3639798247440672,-0.3639798247440672,0.0,0.0,0.0,166.8279386202105
2024-02-14,167.51361196504757,162.41610287876793,171.61037947861118,167.51361196504757,167.51361196504757,-0.5417335025896661,-0.5417335025896661,-0.5417335025896661,-0.5417335025896661,-0.5417335025896661,-0.5417335025896661,0.0,0.0,0.0,166.9718784624579
2024-02-15,167.8353054851406,163.05859713387844,172.5550062946344,167.8353054851406,167.8353054851406,-0.3280413403859765,-0.3280413403859765,-0.3280413403859765,-0.3280413403859765,-0.3280413403859765,-0.3280413403859765,0.0,0.0,0.0,167.50726414475463
2024-02-16,168.15699900523362,163.84624397558173,173.39985649843473,168.15699900523362,168.15699900523362,0.4894022606065146,0.4894022606065146,0.4894022606065146,0.4894022606065146,0.4894022606065146,0.4894022606065146,0.0,0.0,0.0,168.64640126584013
2024-02-20,169.44377308560576,164.0251504591624,174.09532424480068,169.44377308560576,169.44377308560576,-0.36397982474248614,-0.36397982474248614,-0.36397982474248614,-0.36397982474248614,-0.36397982474248614,-0.36397982474248614,0.0,0.0,0.0,169.07979326086328
2024-02-21,169.76546660569878,164.2293592187637,174.05713256569513,169.76546660569878,169.76546660569878,-0.5417335025900799,-0.5417335025900799,-0.5417335025900799,-0.5417335025900799,-0.5417335025900799,-0.5417335025900799,0.0,0.0,0.0,169.22373310310869
2024-02-22,170.08716012579183,164.68605024011518,174.63026807089526,170.08716012579183,170.08716012579183,-0.3280413403853006,-0.3280413403853006,-0.3280413403853006,-0.3280413403853006,-0.3280413403853006,-0.3280413403853006,0.0,0.0,0.0,169.7591187854065
2024-02-23,170.40885364588485,165.77699893836925,175.8403323111724,170.40885364588485,170.40885364588485,0.4894022606065524,0.4894022606065524,0.4894022606065524,0.4894022606065524,0.4894022606065524,0.4894022606065524,0.0,0.0,0.0,170.89825590649139
2024-02-26,171.37393420616394,167.04140386052345,176.17317662790825,171.37393420616394,171.37393420616394,0.11909043811268302,0.11909043811268302,0.11909043811268302,0.11909043811268302,0.11909043811268302,0.11909043811268302,0.0,0.0,0.0,171.49302464427663
2024-02-27,171.695627726257,166.4056926893643,176.33553562686174,171.695627726257,171.695627726257,-0.3639798247422569,-0.3639798247422569,-0.3639798247422569,-0.3639798247422569,-0.3639798247422569,-0.3639798247422569,0.0,0.0,0.0,171.33164790151474
2024-02-28,172.01732124635,166.15295644406913,176.41386460883288,172.01732124635,172.01732124635,-0.541733502589498,-0.541733502589498,-0.541733502589498,-0.541733502589498,-0.541733502589498,-0.541733502589498,0.0,0.0,0.0,171.4755877437605
2024-02-29,172.33901476644306,166.95844687829066,176.911114723016,172.33901476644306,172.33901476644306,-0.32804134038484717,-0.32804134038484717,-0.32804134038484717,-0.32804134038484717,-0.32804134038484717,-0.32804134038484717,0.0,0.0,0.0,172.0109734260582
2024-03-01,172.66070828653608,167.83137540021733,178.05295071298514,172.66070828653608,172.66070828653608,0.489402260606927,0.489402260606927,0.489402260606927,0.489402260606927,0.489402260606927,0.489402260606927,0.0,0.0,0.0,173.15011054714302
2024-03-04,173.62578884681514,168.9298009353039,178.41184213332602,173.62578884681514,173.62578884681514,0.11909043811181275,0.11909043811181275,0.11909043811181275,0.11909043811181275,0.11909043811181275,0.11909043811181275,0.0,0.0,0.0,173.74487928492695
2024-03-05,173.9474823669082,168.68461289023065,178.60176499701794,173.9474823669082,173.9474823669082,-0.3639798247436345,-0.3639798247436345,-0.3639798247436345,-0.3639798247436345,-0.3639798247436345,-0.3639798247436345,0.0,0.0,0.0,173.58350254216455
2024-03-06,174.2691758870012,168.70270250868228,178.4399648275952,174.2691758870012,174.2691758870012,-0.5417335025887731,-0.5417335025887731,-0.5417335025887731,-0.5417335025887731,-0.5417335025887731,-0.5417335025887731,0.0,0.0,0.0,173.72744238441243
2024-03-07,174.59086940709426,169.3523713581801,179.09410406069912,174.59086940709426,174.59086940709426,-0.3280413403871697,-0.3280413403871697,-0.3280413403871697,-0.3280413403871697,-0.3280413403871697,-0.3280413403871697,0.0,0.0,0.0,174.2628280667071
2024-03-08,174.9125629271873,170.54246249613087,180.374224251483,174.9125629271873,174.9125629271873,0.4894022606071333,0.4894022606071333,0.4894022606071333,0.4894022606071333,0.4894022606071333,0.4894022606071333,0.0,0.0,0.0,175.40196518779445
2024-03-11,175.87764348746637,171.14018379569933,181.07751943652124,175.87764348746637,175.87764348746637,0.11909043811182092,0.11909043811182092,0.11909043811182092,0.11909043811182092,0.11909043811182092,0.11909043811182092,0.0,0.0,0.0,175.99673392557818
2024-03-12,176.19933700755942,170.81991367373806,181.1931067525246,176.19933700755942,176.19933700755942,-0.3639798247434053,-0.3639798247434053,-0.3639798247434053,-0.3639798247434053,-0.3639798247434053,-0.3639798247434053,0.0,0.0,0.0,175.835357182816
2024-03-13,176.52103052765244,170.8500796204425,180.53571950556488,176.52103052765244,176.52103052765244,-0.5417335025891867,-0.5417335025891867,-0.5417335025891867,-0.5417335025891867,-0.5417335025891867,-0.5417335025891867,0.0,0.0,0.0,175.97929702506326
2024-03-14,176.8427240477455,171.43628828986434,181.5165157957875,176.8427240477455,176.8427240477455,-0.3280413403867164,-0.3280413403867164,-0.3280413403867164,-0.3280413403867164,-0.3280413403867164,-0.3280413403867164,0.0,0.0,0.0,176.5146827073588
2024-03-15,177.1644175678385,172.73985720012465,182.23184816331016,177.1644175678385,177.1644175678385,0.48940226060750786,0.48940226060750786,0.48940226060750786,0.48940226060750786,0.48940226060750786,0.48940226060750786,0.0,0.0,0.0,177.65381982844602
2024-03-18,178.1294981281176,173.6605200370673,183.29380424468252,178.1294981281176,178.1294981281176,0.11909043811288547,0.11909043811288547,0.11909043811288547,0.11909043811288547,0.11909043811288547,0.11909043811288547,0.0,0.0,0.0,178.2485885662305
2024-03-19,178.45119164821065,173.11550730645655,182.88068059346693,178.45119164821065,178.45119164821065,-0.36397982474397955,-0.36397982474397955,-0.36397982474397955,-0.36397982474397955,-0.36397982474397955,-0.36397982474397955,0.0,0.0,0.0,178.08721182346667
2024-03-20,178.77288516830367,173.4150711505013,183.18637710816796,178.77288516830367,178.77288516830367,-0.5417335025896006,-0.5417335025896006,-0.5417335025896006,-0.5417335025896006,-0.5417335025896006,-0.5417335025896006,0.0,0.0,0.0,178.23115166571407
2024-03-21,179.0945786883967,173.76046116059223,183.45401075698408,179.0945786883967,179.0945786883967,-0.32804134038604044,-0.32804134038604044,-0.32804134038604044,-0.32804134038604044,-0.32804134038604044,-0.32804134038604044,0.0,0.0,0.0,178.76653734801064
2024-03-22,179.41627220848974,175.09402725528213,185.04018883386826,179.41627220848974,179.41627220848974,0.48940226060771413,0.48940226060771413,0.48940226060771413,0.48940226060771413,0.48940226060771413,0.48940226060771413,0.0,0.0,0.0,179.90567446909745
